age,gender,education_level,experience_years,pevious_companies,distance_from_company,interview_score,skill_score,personality_score,recruitment_strategy,hiring_decision
50,Female,Bachelor's (Type 2),7,4,7.080262967402855,63,73,6,Constructive,Not Selected
36,Male,Bachelor's (Type 2),14,1,32.65425632481192,31,28,7,Moderate,Not Selected
28,Female,Bachelor's (Type 2),14,3,45.951199132474194,78,51,27,Moderate,Not Selected
20,Male,Bachelor's (Type 2),4,1,32.18718630437978,12,45,44,Moderate,Not Selected
40,Male,Bachelor's (Type 2),13,4,7.701244715949589,65,33,72,Constructive,Not Selected
39,Female,Bachelor's (Type 2),13,5,6.788002312316232,18,100,88,Moderate,Not Selected
32,Female,Bachelor's (Type 2),3,5,43.20929479120408,23,83,79,Aggressive,Selected
47,Male,PhD,11,4,7.965116935395716,87,60,73,Constructive,Selected
35,Male,Bachelor's (Type 2),6,2,27.01159802520127,10,71,10,Moderate,Not Selected
48,Male,Master's,4,2,2.8556659981151133,58,70,30,Aggressive,Selected
32,Female,Master's,6,5,5.033488369558869,85,69,11,Moderate,Selected
33,Male,Bachelor's (Type 2),11,5,34.61741338214324,14,10,94,Constructive,Not Selected
22,Female,Bachelor's (Type 2),0,4,35.459070521375835,9,81,77,Moderate,Not Selected
48,Female,Bachelor's (Type 2),0,2,18.07347033042212,40,92,50,Moderate,Not Selected
25,Male,Bachelor's (Type 2),15,5,11.780488262152238,26,88,43,Constructive,Not Selected
37,Female,Master's,9,2,41.6855135378654,59,62,95,Moderate,Selected
38,Male,Bachelor's (Type 2),13,5,11.855161473494515,72,20,49,Moderate,Not Selected
24,Male,PhD,12,1,28.101353483318984,51,2,16,Aggressive,Selected
34,Male,Bachelor's (Type 1),2,3,49.41044204314528,27,81,34,Aggressive,Not Selected
44,Male,Bachelor's (Type 1),13,1,8.39262189311919,64,87,0,Moderate,Not Selected
21,Male,Bachelor's (Type 2),10,5,48.04381337473544,16,9,28,Constructive,Not Selected
29,Female,Bachelor's (Type 2),1,3,10.144652653433432,94,26,50,Aggressive,Not Selected
43,Female,Bachelor's (Type 2),1,3,29.37216040116148,43,11,63,Moderate,Not Selected
49,Male,Bachelor's (Type 2),6,5,19.85038559793723,9,6,3,Aggressive,Not Selected
37,Male,Bachelor's (Type 2),11,5,49.2464300750913,62,16,86,Moderate,Not Selected
46,Female,Bachelor's (Type 1),9,2,14.677101450096846,100,64,27,Aggressive,Selected
32,Female,PhD,1,5,20.982900104287683,92,63,15,Aggressive,Selected
24,Female,Bachelor's (Type 2),10,4,50.14300589277102,81,25,62,Aggressive,Selected
42,Female,Master's,3,5,27.82351955942366,46,14,75,Moderate,Not Selected
43,Male,Master's,1,4,26.131505781062675,37,32,52,Moderate,Not Selected
20,Male,PhD,5,5,13.888924410199564,69,61,84,Aggressive,Selected
41,Female,Bachelor's (Type 1),7,2,36.06817801552207,75,100,16,Constructive,Not Selected
20,Male,Master's,9,4,1.718647588888882,52,46,39,Aggressive,Selected
37,Female,Bachelor's (Type 2),15,1,3.4756314851146763,77,94,12,Moderate,Not Selected
34,Male,Bachelor's (Type 2),3,4,30.967929356790137,43,34,51,Constructive,Not Selected
36,Female,Bachelor's (Type 2),14,2,18.083728690922705,73,64,57,Moderate,Not Selected
30,Male,Master's,4,4,48.66581861004803,53,71,95,Moderate,Not Selected
40,Female,Bachelor's (Type 2),3,5,46.15953453613928,19,75,36,Aggressive,Not Selected
45,Female,Master's,2,5,36.68531293383536,78,82,78,Moderate,Selected
50,Male,Bachelor's (Type 2),4,2,41.90727905639007,30,24,75,Moderate,Not Selected
44,Female,Master's,13,3,34.366592483384665,6,56,60,Constructive,Not Selected
41,Male,PhD,8,5,7.279105135508034,57,31,78,Aggressive,Selected
46,Male,Bachelor's (Type 2),7,1,39.27716848446013,9,62,33,Moderate,Not Selected
46,Female,PhD,7,2,11.50959843594232,9,11,69,Moderate,Not Selected
36,Male,Bachelor's (Type 1),7,4,17.172142755009837,38,62,16,Constructive,Not Selected
32,Male,Bachelor's (Type 1),11,4,41.96171060512101,27,76,19,Aggressive,Selected
20,Male,Bachelor's (Type 1),7,1,27.82628041967241,29,91,72,Constructive,Not Selected
21,Male,Bachelor's (Type 2),6,5,43.99703570917046,36,0,58,Moderate,Not Selected
28,Male,Bachelor's (Type 2),7,2,11.65176599216321,66,50,68,Moderate,Not Selected
22,Female,Bachelor's (Type 1),10,1,31.38892193034436,42,69,86,Aggressive,Selected
50,Male,Bachelor's (Type 1),13,5,5.189548627413081,78,7,32,Moderate,Not Selected
20,Male,PhD,15,2,33.15304967700148,84,67,77,Moderate,Selected
40,Male,Master's,7,4,39.126701888776736,51,4,16,Moderate,Not Selected
35,Male,Master's,12,2,30.246544698936084,100,88,56,Aggressive,Selected
42,Male,Master's,13,3,14.311575074940512,55,85,82,Aggressive,Selected
25,Female,Master's,7,2,2.567133442943336,75,91,96,Constructive,Selected
47,Male,Bachelor's (Type 1),11,3,6.972444198214289,67,38,0,Constructive,Not Selected
36,Female,Bachelor's (Type 2),9,2,32.11514895370131,8,22,12,Moderate,Not Selected
24,Female,Master's,6,3,47.721010842125686,91,67,26,Aggressive,Selected
50,Female,Bachelor's (Type 2),11,4,11.32672019860032,22,51,69,Moderate,Not Selected
24,Female,Bachelor's (Type 2),0,5,37.75130745525494,62,3,58,Moderate,Not Selected
25,Male,Bachelor's (Type 1),3,3,44.32255316245208,60,46,5,Constructive,Not Selected
22,Female,Bachelor's (Type 2),12,3,27.044108922375557,39,20,96,Moderate,Not Selected
40,Female,Bachelor's (Type 2),12,4,34.463289792182884,43,100,93,Constructive,Not Selected
42,Male,Bachelor's (Type 2),15,3,41.75076583380741,85,55,98,Constructive,Selected
24,Male,Bachelor's (Type 2),3,1,14.03375788702968,23,65,22,Constructive,Not Selected
40,Male,Bachelor's (Type 2),4,4,15.84478371340215,50,58,9,Aggressive,Not Selected
24,Female,Bachelor's (Type 1),9,1,1.0313758314228083,57,6,50,Aggressive,Not Selected
29,Male,Bachelor's (Type 1),5,4,49.154706544890125,89,48,18,Moderate,Not Selected
29,Male,Master's,3,3,46.87724472981724,93,15,50,Moderate,Not Selected
38,Female,Bachelor's (Type 2),14,1,39.22841318797152,32,16,91,Aggressive,Selected
36,Male,Bachelor's (Type 1),1,3,4.953801048832406,15,83,86,Aggressive,Selected
40,Male,Master's,15,4,23.375144484975408,21,86,67,Moderate,Selected
33,Male,Bachelor's (Type 2),5,3,6.094587698577641,56,97,83,Moderate,Not Selected
28,Male,Bachelor's (Type 2),14,1,1.7960133631399302,61,74,82,Moderate,Not Selected
33,Female,Bachelor's (Type 1),7,1,31.809148260629865,81,33,41,Moderate,Not Selected
20,Male,Master's,14,3,49.04147085400942,70,32,90,Moderate,Not Selected
38,Male,Bachelor's (Type 2),7,2,46.14340117160751,89,25,56,Moderate,Not Selected
32,Female,Bachelor's (Type 2),6,4,35.837740746770216,71,65,97,Aggressive,Selected
32,Male,Master's,5,4,5.832029208243571,69,62,67,Moderate,Not Selected
23,Female,Bachelor's (Type 2),1,3,14.708201883615006,29,86,37,Moderate,Not Selected
49,Male,Bachelor's (Type 2),14,2,17.002836344264548,22,40,61,Aggressive,Selected
20,Female,Bachelor's (Type 1),6,1,39.15750288727806,31,85,6,Moderate,Not Selected
36,Female,Bachelor's (Type 2),10,5,41.112458961755706,85,57,70,Moderate,Selected
27,Female,Bachelor's (Type 1),11,5,20.255306149496025,56,97,49,Moderate,Not Selected
21,Female,Bachelor's (Type 2),13,3,21.894199830880485,8,78,51,Moderate,Not Selected
47,Male,Master's,15,2,3.225451963808567,30,9,25,Moderate,Not Selected
50,Female,Bachelor's (Type 2),13,2,15.45683592093805,70,14,25,Moderate,Not Selected
27,Male,Bachelor's (Type 2),4,4,23.564258858881995,8,41,18,Constructive,Not Selected
26,Female,Bachelor's (Type 1),15,1,6.849152319262879,12,92,8,Aggressive,Selected
45,Female,Bachelor's (Type 2),5,2,23.663373037751068,57,56,60,Constructive,Not Selected
45,Female,Bachelor's (Type 2),9,5,43.658790612890016,2,86,19,Moderate,Not Selected
21,Male,Master's,7,1,30.066050986252662,34,16,49,Aggressive,Selected
41,Female,Bachelor's (Type 1),15,1,4.946492751920616,96,59,79,Aggressive,Selected
41,Male,Master's,13,3,10.583565941513717,20,8,80,Moderate,Not Selected
22,Male,Master's,7,2,24.72721750792781,63,35,21,Moderate,Not Selected
46,Male,Bachelor's (Type 2),2,3,19.0743574910906,94,72,12,Aggressive,Selected
37,Male,Master's,11,2,18.936350977304937,51,79,11,Aggressive,Selected
31,Male,Bachelor's (Type 2),15,4,27.46337240717951,33,35,9,Moderate,Not Selected
20,Male,Bachelor's (Type 2),11,3,30.21979607947287,95,47,64,Aggressive,Selected
41,Male,Bachelor's (Type 2),13,3,40.84307851380955,34,50,95,Constructive,Not Selected
31,Male,Bachelor's (Type 2),6,5,18.048328173124236,14,96,29,Moderate,Not Selected
24,Male,Bachelor's (Type 2),0,3,41.273314152029336,95,94,7,Moderate,Not Selected
49,Female,Bachelor's (Type 2),0,2,17.930561455631626,5,69,20,Moderate,Not Selected
49,Female,Bachelor's (Type 2),6,5,3.771649447061692,84,73,21,Aggressive,Selected
46,Female,Bachelor's (Type 2),14,3,28.70938255023956,96,79,17,Constructive,Not Selected
44,Female,Bachelor's (Type 1),14,3,30.395116244740727,31,67,65,Aggressive,Selected
36,Female,PhD,9,4,47.727012281093,51,21,47,Moderate,Not Selected
35,Male,Master's,8,3,37.30306630312372,82,76,43,Moderate,Selected
50,Male,Bachelor's (Type 2),6,1,46.88863262472198,96,79,8,Aggressive,Selected
34,Male,Bachelor's (Type 1),9,5,46.41736051215048,27,92,66,Moderate,Not Selected
42,Male,Master's,4,1,31.228705512912107,94,5,53,Constructive,Not Selected
34,Male,Master's,7,5,27.388103266822377,84,25,25,Moderate,Not Selected
24,Male,Master's,1,4,28.872048358179995,97,74,84,Constructive,Selected
40,Male,Bachelor's (Type 2),8,3,49.91654038386239,63,87,93,Constructive,Not Selected
33,Female,Bachelor's (Type 2),5,3,39.658384587347946,78,92,91,Moderate,Not Selected
21,Female,Bachelor's (Type 1),12,3,6.313295239619792,77,2,99,Moderate,Not Selected
30,Female,Bachelor's (Type 1),8,5,39.92142033907,18,51,25,Moderate,Not Selected
38,Female,Master's,15,3,9.526902444911292,14,73,33,Moderate,Not Selected
26,Male,Master's,1,1,23.367527450281283,5,59,7,Aggressive,Selected
25,Male,Bachelor's (Type 2),2,3,11.522983608826712,72,62,9,Constructive,Not Selected
47,Male,Master's,11,4,35.47915327666149,100,64,47,Moderate,Selected
21,Female,Bachelor's (Type 2),7,1,44.86548680965178,83,51,54,Moderate,Not Selected
25,Male,Bachelor's (Type 2),0,3,15.518094268334048,97,89,53,Moderate,Not Selected
37,Male,Bachelor's (Type 2),14,3,5.100537060409382,37,75,77,Moderate,Not Selected
21,Male,PhD,9,2,15.924654903748165,25,13,39,Constructive,Not Selected
37,Female,Bachelor's (Type 1),14,5,34.61809289660972,81,88,14,Moderate,Not Selected
49,Male,PhD,14,1,17.4380063777225,91,71,80,Aggressive,Selected
34,Female,Master's,14,2,14.905608377690172,50,67,17,Aggressive,Selected
46,Female,Bachelor's (Type 1),6,4,10.221759529213248,72,27,95,Constructive,Not Selected
38,Female,Bachelor's (Type 2),6,5,25.875821343721675,95,70,22,Moderate,Not Selected
50,Female,Master's,12,1,14.79744140785938,52,9,61,Constructive,Not Selected
21,Male,Bachelor's (Type 2),0,3,37.55051745697416,55,56,45,Aggressive,Not Selected
39,Female,PhD,15,1,4.831120099610136,58,99,86,Aggressive,Selected
44,Female,PhD,8,3,34.201651655565875,69,65,98,Aggressive,Selected
25,Male,Bachelor's (Type 2),7,5,12.878000728388493,77,89,38,Moderate,Not Selected
20,Male,Bachelor's (Type 2),3,3,25.463963052580155,91,49,14,Moderate,Not Selected
43,Female,PhD,9,4,15.30449610156303,57,13,52,Aggressive,Selected
34,Male,Bachelor's (Type 2),10,3,37.13843380053978,87,15,87,Moderate,Not Selected
47,Female,Bachelor's (Type 1),4,4,48.26535201258184,12,53,63,Moderate,Not Selected
49,Female,Bachelor's (Type 1),1,5,46.85383897349066,42,42,62,Aggressive,Not Selected
42,Female,Bachelor's (Type 2),12,5,30.171310757204555,75,41,91,Moderate,Not Selected
29,Female,PhD,15,1,24.13051516284892,50,80,79,Moderate,Selected
38,Male,Master's,8,4,41.91502547196909,18,21,15,Aggressive,Selected
36,Female,Bachelor's (Type 2),14,4,35.1663181313865,20,67,69,Aggressive,Selected
24,Male,Bachelor's (Type 1),11,2,10.178205710846644,90,18,65,Moderate,Not Selected
48,Male,Bachelor's (Type 2),11,2,42.04596068065001,82,65,12,Moderate,Not Selected
23,Male,Master's,5,2,22.444219469735508,23,38,46,Constructive,Not Selected
29,Male,Bachelor's (Type 1),2,3,10.449282998558756,25,72,8,Moderate,Not Selected
43,Female,Bachelor's (Type 2),11,2,15.089867519824622,44,18,62,Aggressive,Selected
36,Male,Bachelor's (Type 1),6,4,14.376351512417116,27,15,33,Constructive,Not Selected
29,Female,Bachelor's (Type 2),8,3,26.960348730173006,81,53,80,Constructive,Selected
36,Male,PhD,2,5,12.718504533893777,99,24,90,Moderate,Not Selected
47,Male,Bachelor's (Type 2),15,1,7.178324370078808,28,17,28,Constructive,Not Selected
39,Female,Bachelor's (Type 2),1,2,7.184542530688036,16,22,36,Moderate,Not Selected
43,Female,Bachelor's (Type 2),15,5,30.16380985695483,67,84,42,Moderate,Not Selected
24,Female,PhD,6,4,37.73796444246893,43,10,85,Moderate,Not Selected
21,Male,Bachelor's (Type 1),6,1,17.07665044191704,60,38,63,Moderate,Not Selected
25,Male,Bachelor's (Type 2),3,5,2.7325354907008537,92,67,23,Aggressive,Selected
40,Female,Bachelor's (Type 2),10,1,7.361244346850537,67,24,70,Constructive,Not Selected
21,Female,Master's,8,2,46.734728016852856,73,62,33,Constructive,Selected
32,Female,Bachelor's (Type 2),15,4,25.67718297947265,24,95,47,Moderate,Not Selected
49,Female,Bachelor's (Type 1),13,1,23.678640480758737,94,29,11,Moderate,Not Selected
30,Male,Bachelor's (Type 2),7,5,2.9024589155045457,66,44,22,Aggressive,Not Selected
30,Female,Master's,12,2,37.43185111584496,1,89,78,Aggressive,Selected
35,Female,Bachelor's (Type 1),12,2,27.403404046603946,88,60,96,Aggressive,Selected
30,Female,Master's,0,5,11.10404680432604,48,99,12,Moderate,Not Selected
38,Female,Bachelor's (Type 1),0,5,6.503688009052859,69,50,86,Constructive,Not Selected
34,Male,Bachelor's (Type 2),4,1,20.16939318159993,25,97,95,Aggressive,Selected
44,Female,Bachelor's (Type 2),5,3,42.85809820975128,71,8,44,Aggressive,Not Selected
42,Male,Master's,2,2,44.264727960051225,98,75,98,Moderate,Selected
42,Female,Bachelor's (Type 2),12,1,31.142319019781823,26,1,64,Aggressive,Selected
35,Female,Master's,8,5,37.37682136150713,88,4,46,Constructive,Not Selected
50,Male,Master's,11,1,6.757789370143518,17,61,57,Moderate,Not Selected
30,Female,Bachelor's (Type 2),9,5,30.40630327339274,53,68,4,Aggressive,Selected
41,Male,Master's,13,4,34.34828517435909,0,51,76,Aggressive,Selected
35,Male,Master's,14,5,11.03564214568961,60,85,4,Aggressive,Selected
27,Female,Bachelor's (Type 1),5,5,45.00773664551295,2,4,59,Moderate,Not Selected
23,Male,Bachelor's (Type 2),3,5,10.749836876050988,67,58,95,Aggressive,Selected
27,Male,PhD,11,3,16.67386799232252,40,67,20,Moderate,Not Selected
23,Male,Bachelor's (Type 1),6,5,32.02784235117293,36,8,23,Moderate,Not Selected
43,Male,Master's,7,2,32.917503256536534,50,92,17,Aggressive,Selected
44,Male,PhD,8,2,35.96923704936836,14,21,20,Aggressive,Selected
22,Male,Bachelor's (Type 1),12,1,6.600585653410284,7,26,53,Moderate,Not Selected
22,Male,Bachelor's (Type 2),15,3,43.47322149642777,37,9,9,Moderate,Not Selected
46,Male,Bachelor's (Type 2),10,1,27.642356614162992,82,79,23,Constructive,Not Selected
48,Female,Bachelor's (Type 2),5,2,24.566089705253415,55,60,84,Aggressive,Selected
37,Female,Bachelor's (Type 1),14,2,50.05488122567548,46,50,88,Aggressive,Selected
48,Male,Bachelor's (Type 1),5,4,38.018914847050986,89,9,59,Aggressive,Not Selected
45,Female,Bachelor's (Type 2),7,5,6.900301330968744,9,5,56,Moderate,Not Selected
38,Male,Master's,11,2,38.82695836131204,77,61,22,Moderate,Selected
38,Male,Master's,4,1,5.762446698643474,48,4,21,Constructive,Not Selected
40,Female,Bachelor's (Type 2),13,1,2.3735281256492424,40,69,67,Moderate,Not Selected
24,Male,Bachelor's (Type 1),2,5,21.18129476349485,82,62,33,Aggressive,Selected
37,Male,Bachelor's (Type 2),11,5,50.67890864096093,29,55,69,Moderate,Not Selected
47,Male,Bachelor's (Type 2),2,4,9.744196809743132,4,58,27,Constructive,Not Selected
29,Male,PhD,12,3,34.6322171763395,94,62,94,Moderate,Selected
48,Female,Master's,5,1,9.669803310305968,70,88,98,Moderate,Not Selected
41,Male,Master's,1,5,37.2393487479193,82,58,38,Constructive,Not Selected
40,Male,PhD,15,1,26.267683411891305,30,50,41,Moderate,Not Selected
25,Male,Bachelor's (Type 1),5,5,34.998585504468814,51,49,22,Moderate,Not Selected
20,Female,Master's,15,2,11.14365879571173,87,3,69,Aggressive,Selected
24,Male,Bachelor's (Type 2),12,1,38.2814166260251,97,47,79,Moderate,Not Selected
28,Female,PhD,5,2,50.780952981135336,22,31,1,Aggressive,Not Selected
31,Female,Bachelor's (Type 2),7,1,34.282525031297986,47,50,23,Moderate,Not Selected
45,Male,Master's,6,3,25.673999903643885,39,51,16,Aggressive,Selected
33,Male,Master's,7,4,47.15869943096324,5,98,64,Constructive,Selected
21,Female,Bachelor's (Type 1),13,2,1.792592111593815,37,73,69,Constructive,Not Selected
36,Male,Bachelor's (Type 2),8,5,37.496175964291055,40,33,68,Moderate,Not Selected
33,Female,Master's,5,3,45.43732584069065,99,35,59,Aggressive,Selected
45,Female,Bachelor's (Type 2),13,1,4.083729181047873,26,69,49,Aggressive,Selected
32,Male,Bachelor's (Type 2),15,2,23.503208520787908,74,42,92,Moderate,Not Selected
46,Male,Bachelor's (Type 2),2,1,11.235972697499946,68,15,11,Moderate,Not Selected
28,Female,Bachelor's (Type 1),9,1,29.325908279391506,56,58,46,Moderate,Not Selected
45,Female,Master's,2,1,33.47714793018302,16,52,66,Moderate,Not Selected
44,Female,Bachelor's (Type 2),15,4,16.131159146437753,70,18,64,Moderate,Not Selected
34,Female,Bachelor's (Type 1),10,4,23.999083483905043,90,97,26,Moderate,Not Selected
44,Male,Bachelor's (Type 2),11,5,14.966974263827977,46,88,47,Moderate,Not Selected
41,Male,Bachelor's (Type 2),0,2,19.469558222755687,78,94,87,Moderate,Not Selected
34,Male,Bachelor's (Type 1),10,3,8.97699783442118,12,40,61,Moderate,Not Selected
43,Male,Bachelor's (Type 2),14,3,45.27797217928157,10,80,43,Aggressive,Selected
49,Male,Bachelor's (Type 2),12,3,1.5005205279568214,89,46,18,Aggressive,Selected
30,Female,Bachelor's (Type 2),14,1,45.12045932218943,85,93,58,Moderate,Not Selected
50,Male,Master's,4,4,29.583943917486927,91,53,7,Aggressive,Selected
35,Male,Bachelor's (Type 2),13,2,17.582892208850875,23,54,54,Moderate,Not Selected
48,Male,Bachelor's (Type 2),3,1,37.15285627301649,92,94,46,Moderate,Not Selected
36,Male,Bachelor's (Type 2),8,4,26.38760759313321,72,18,1,Constructive,Not Selected
45,Male,Bachelor's (Type 2),14,4,25.955432905380327,3,61,93,Moderate,Not Selected
23,Female,Bachelor's (Type 2),8,2,6.5071141459483215,45,98,93,Aggressive,Selected
20,Female,Bachelor's (Type 2),14,2,20.475801297270436,17,92,38,Aggressive,Selected
27,Female,Master's,13,2,13.053217292836832,42,58,44,Constructive,Not Selected
36,Male,Bachelor's (Type 2),4,1,1.7847952798139823,79,64,31,Aggressive,Selected
22,Female,Bachelor's (Type 2),9,5,19.004981539105664,32,67,64,Moderate,Not Selected
48,Female,Master's,3,2,5.491106471280237,92,27,37,Moderate,Not Selected
39,Male,Bachelor's (Type 2),6,5,13.84150188625926,9,17,76,Moderate,Not Selected
34,Male,Bachelor's (Type 2),14,1,5.625831059154723,72,25,10,Moderate,Not Selected
34,Male,Bachelor's (Type 2),5,5,6.047081277819943,58,18,9,Moderate,Not Selected
50,Female,Bachelor's (Type 1),3,3,10.950564720759411,30,54,58,Constructive,Not Selected
43,Female,Master's,12,5,50.99246222432001,27,56,89,Aggressive,Selected
41,Male,Master's,12,2,1.1092071428624386,59,5,54,Constructive,Not Selected
33,Male,PhD,14,1,32.93363180602026,2,0,19,Moderate,Not Selected
45,Female,Bachelor's (Type 2),9,2,8.062184901327868,54,7,80,Constructive,Not Selected
47,Female,Bachelor's (Type 2),1,3,47.03140683553879,13,96,16,Aggressive,Not Selected
42,Male,Bachelor's (Type 1),0,2,5.6816446666814615,57,50,67,Aggressive,Not Selected
33,Male,Bachelor's (Type 2),3,2,48.75315935631183,88,84,4,Constructive,Not Selected
43,Female,Bachelor's (Type 2),3,2,31.546319374173898,14,87,59,Constructive,Not Selected
21,Male,PhD,12,4,1.0634038457745123,1,24,22,Moderate,Not Selected
32,Female,Bachelor's (Type 2),0,3,45.7003598958403,23,46,45,Moderate,Not Selected
45,Female,Bachelor's (Type 2),5,2,27.085590068345915,77,54,51,Constructive,Not Selected
33,Female,Bachelor's (Type 2),3,2,14.133486766524229,63,63,9,Aggressive,Not Selected
46,Female,Bachelor's (Type 2),0,2,39.36395887578151,70,82,45,Moderate,Not Selected
43,Male,Bachelor's (Type 2),0,1,47.3332776943435,99,92,27,Constructive,Not Selected
38,Male,Master's,14,4,25.18454115733969,23,9,96,Moderate,Not Selected
26,Female,Bachelor's (Type 2),12,1,16.777673722155544,26,55,42,Moderate,Not Selected
22,Female,Master's,0,4,40.44725619674634,36,11,25,Moderate,Not Selected
34,Female,Bachelor's (Type 2),7,2,35.08927488942273,93,32,54,Moderate,Not Selected
42,Female,Master's,9,3,45.43762418751362,90,70,47,Aggressive,Selected
33,Female,Master's,7,5,35.62570063805965,38,16,28,Constructive,Not Selected
30,Male,Bachelor's (Type 2),1,5,13.176416944976816,62,60,26,Moderate,Not Selected
34,Male,Bachelor's (Type 2),10,2,47.58296248795095,78,9,17,Constructive,Not Selected
47,Male,PhD,12,1,6.241787360299566,25,30,59,Constructive,Not Selected
32,Male,Bachelor's (Type 2),6,3,14.397137505342393,64,59,73,Aggressive,Selected
37,Female,PhD,13,4,27.00973038619428,3,69,68,Aggressive,Selected
45,Female,Bachelor's (Type 1),7,2,29.28710130354507,28,16,73,Moderate,Not Selected
25,Female,Bachelor's (Type 2),7,3,1.7655293313452716,0,49,20,Moderate,Not Selected
22,Female,Master's,10,3,40.028636291047,49,36,23,Moderate,Not Selected
38,Female,PhD,9,4,19.080365921269475,85,81,2,Moderate,Selected
34,Male,Bachelor's (Type 2),14,3,21.32092705010689,10,61,94,Moderate,Not Selected
44,Female,Master's,10,1,41.46847722184729,73,89,61,Aggressive,Selected
42,Male,Bachelor's (Type 2),12,1,19.964169586377228,58,79,100,Moderate,Not Selected
24,Male,Bachelor's (Type 1),6,1,3.361243824737741,61,71,1,Moderate,Not Selected
47,Male,Bachelor's (Type 2),4,3,9.821988523517517,80,87,65,Moderate,Not Selected
29,Male,Bachelor's (Type 2),0,1,48.79515861940912,35,76,41,Aggressive,Not Selected
26,Female,PhD,11,4,4.520268120125708,55,28,33,Moderate,Not Selected
44,Male,Bachelor's (Type 2),8,3,18.746560048400813,89,31,41,Aggressive,Selected
36,Male,Bachelor's (Type 2),12,5,26.15895835256723,20,87,19,Moderate,Not Selected
26,Male,Bachelor's (Type 1),15,3,25.664041366928004,12,79,96,Moderate,Not Selected
41,Female,Bachelor's (Type 2),6,4,1.1979971506071376,8,10,67,Aggressive,Selected
45,Female,Bachelor's (Type 2),1,5,26.05813657287452,10,95,44,Moderate,Not Selected
49,Female,Master's,5,3,20.18862289887046,74,5,74,Moderate,Not Selected
31,Male,Bachelor's (Type 2),1,1,49.603966773727855,69,34,41,Aggressive,Not Selected
44,Male,PhD,14,2,8.957954199691493,0,32,46,Aggressive,Selected
36,Female,PhD,0,2,18.70770983797475,69,17,4,Constructive,Not Selected
32,Male,Bachelor's (Type 2),13,1,21.974074254490983,76,36,88,Moderate,Not Selected
39,Female,PhD,6,2,20.53467685504744,85,12,48,Constructive,Not Selected
44,Female,Master's,12,2,34.291541382593124,55,73,36,Moderate,Not Selected
23,Male,Bachelor's (Type 2),15,1,11.775642877388442,30,100,33,Moderate,Not Selected
29,Male,Bachelor's (Type 1),1,1,12.053577640699592,85,89,72,Moderate,Not Selected
22,Male,Bachelor's (Type 2),12,3,37.460547425042655,36,80,69,Moderate,Not Selected
28,Male,Bachelor's (Type 2),13,3,26.01452593390898,46,63,17,Aggressive,Selected
32,Female,Master's,13,1,21.75778380286552,90,0,77,Moderate,Selected
37,Female,Bachelor's (Type 2),1,4,9.460152583862593,77,62,18,Moderate,Not Selected
34,Female,Master's,12,2,10.37636114560833,46,88,77,Aggressive,Selected
23,Female,Bachelor's (Type 2),10,3,1.5275818407950272,68,33,39,Aggressive,Not Selected
34,Female,Bachelor's (Type 1),4,2,5.571313443085462,57,9,16,Aggressive,Not Selected
41,Male,PhD,13,5,28.84193473451205,35,83,59,Moderate,Not Selected
21,Female,Bachelor's (Type 2),4,1,45.593656500420494,31,6,98,Moderate,Not Selected
34,Female,Bachelor's (Type 2),15,4,15.358238256527873,97,55,92,Constructive,Selected
27,Female,Bachelor's (Type 2),6,5,17.387361294806407,63,79,41,Aggressive,Selected
27,Male,Bachelor's (Type 1),0,5,6.7802805305756095,70,36,80,Aggressive,Not Selected
36,Male,Bachelor's (Type 2),7,5,20.431547280355137,41,28,71,Moderate,Not Selected
31,Male,Bachelor's (Type 2),2,1,2.8610852284664583,47,11,64,Constructive,Not Selected
38,Male,Bachelor's (Type 2),3,3,46.88003481309501,73,16,52,Aggressive,Not Selected
29,Female,PhD,14,1,34.65556740622643,80,47,99,Moderate,Selected
28,Female,Bachelor's (Type 2),8,3,50.53744046966094,29,83,6,Moderate,Not Selected
24,Male,Bachelor's (Type 2),3,5,45.14115813392469,20,25,4,Aggressive,Not Selected
25,Male,Bachelor's (Type 2),9,5,24.649529684907638,59,82,23,Moderate,Not Selected
39,Female,PhD,11,4,26.98425155751885,12,11,27,Aggressive,Selected
45,Female,Bachelor's (Type 1),14,3,10.528802325859692,0,20,61,Constructive,Not Selected
21,Male,Bachelor's (Type 2),4,5,24.10196714197778,64,41,16,Moderate,Not Selected
46,Male,Bachelor's (Type 1),6,2,46.15139367464058,32,60,100,Moderate,Not Selected
43,Male,Bachelor's (Type 1),15,4,3.5426711817910563,37,57,19,Moderate,Not Selected
46,Male,Master's,3,1,44.17784014991549,24,53,2,Moderate,Not Selected
32,Female,Master's,13,4,18.047390082130487,25,33,36,Moderate,Not Selected
25,Female,Bachelor's (Type 2),0,2,45.97563825481549,76,6,89,Aggressive,Selected
24,Female,Bachelor's (Type 2),8,3,48.04399531707424,58,34,14,Moderate,Not Selected
44,Male,Bachelor's (Type 2),3,1,34.5432443500953,91,14,50,Aggressive,Not Selected
20,Male,PhD,8,1,34.221189329633894,32,64,47,Moderate,Not Selected
40,Female,PhD,5,3,23.637716885437005,100,89,7,Aggressive,Selected
41,Female,Bachelor's (Type 2),14,4,42.777011227185376,40,98,12,Moderate,Not Selected
40,Female,Master's,0,5,49.08063792166416,29,24,47,Aggressive,Not Selected
25,Female,Master's,11,4,39.75409001695596,56,58,2,Constructive,Not Selected
25,Male,Bachelor's (Type 2),2,2,32.09683668783546,48,78,64,Moderate,Not Selected
